dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-335-1-79
the8x3_filename: 00410079
filename_extension: sbd
filename_label: sunfish-2021-335-1-79-sbd(00410079)
mission_name: regm20.mi
fileopen_time: Thu_Dec__9_01:10:07_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-335-1-79
c_battpos c_de_oil_vol c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_de_oil_vol m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
in cc rad rad rad lat lon m volts in amp-hrs amp-hrs m cc rad m/s m/s lat lon rad lat lon rad timestamp bar m rad inHg m/s m/s bool 
4 4 4 4 4 8 8 4 4 4 4 4 4 4 4 4 4 8 8 4 8 8 4 8 4 4 4 4 4 4 1 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0376329 NaN NaN NaN NaN 1.15192 NaN NaN NaN 1639013639.611 NaN NaN 0.00523599 NaN NaN NaN NaN 
NaN NaN 0.0447178 1.33486 NaN NaN NaN NaN NaN NaN NaN NaN 146.689 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013669.617 14.6689 NaN NaN NaN NaN NaN 4 
-0.163855 -212.5 NaN NaN -0.3491 NaN NaN NaN 15.0457 -0.144431 NaN NaN NaN -206.725 NaN NaN NaN NaN NaN NaN 4829.45131051028 -5213.64489317692 -0.315905 1639013699.623 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 152.696 NaN 0.0347381 NaN NaN NaN NaN 1.33518 NaN NaN NaN 1639013729.627 15.2696 NaN 0.00698132 NaN NaN NaN NaN 
NaN NaN 0.0292582 1.33487 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013733.631 NaN 60.335 NaN NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN 59.5077 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013741.688 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 158.156 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013779.699 15.8156 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0302815 1.33486 NaN NaN NaN 59.0535 NaN NaN NaN NaN NaN NaN 0.0347381 NaN NaN NaN NaN 1.54811 NaN NaN NaN 1639013809.704 NaN 57.7641 0 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 165.276 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013839.709 16.5276 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0366002 1.33482 NaN NaN NaN 45.6127 NaN NaN NaN NaN 169.95 NaN -0.0318433 NaN NaN NaN NaN 1.36834 NaN NaN NaN 1639013881.723 16.995 44.9299 0.00174533 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 173.532 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013915.728 17.3532 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0366002 1.33482 NaN NaN NaN 37.8872 NaN NaN NaN NaN 177.638 NaN -0.0318433 NaN NaN NaN NaN 1.5132 NaN NaN NaN 1639013953.744 17.7638 37.4965 0.00872665 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 32.0624 46.2174 180.565 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639013987.749 18.0565 NaN NaN NaN NaN NaN NaN 
-0.163855 -212.5 -0.0527084 1.33479 -0.3491 NaN NaN 33.305 15.0606 -0.144431 NaN NaN 183.623 -206.771 -0.0521072 NaN NaN NaN NaN 1.52193 4829.47217162033 -5213.58195177177 -0.310669 1639014025.764 18.3623 32.5578 0.00174533 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 185.981 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014055.769 18.5981 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0240447 1.33478 NaN NaN NaN 28.8664 NaN NaN NaN NaN 189.258 NaN -0.0231587 NaN NaN NaN NaN 1.43466 NaN NaN NaN 1639014097.838 18.9258 28.6339 0.010472 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 192.555 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014139.858 19.2556 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0369 1.33478 NaN NaN NaN 22.5338 NaN NaN NaN NaN 196.312 NaN 0.0434226 NaN NaN NaN NaN 1.12225 NaN NaN NaN 1639014181.875 19.6312 22.2584 0.00349066 8.05571 NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 199.108 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014213.9 19.9108 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.228542 1.33481 NaN NaN NaN 14.823 NaN NaN NaN NaN NaN NaN 0.214218 NaN NaN NaN NaN 1.20951 NaN NaN NaN 1639014241.97 NaN 13.8032 0.00523599 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 201.292 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014245.978 20.1292 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 200.768 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014278 20.0768 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.260167 1.33481 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.26129 NaN NaN NaN NaN 1.24791 NaN NaN NaN 1639014302.021 NaN NaN 0.00174533 NaN NaN NaN 5 
-0.296564 187.5 NaN NaN 0.3491 NaN NaN NaN 14.1945 -0.296564 NaN NaN 194.215 187.939 NaN NaN NaN NaN NaN NaN 4829.49074205109 -5213.5437079484 0.410152 1639014336.034 19.4215 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.260167 1.3348 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.262457 NaN NaN NaN NaN 1.59174 NaN NaN NaN 1639014366.041 NaN NaN 0.0139626 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 184.715 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014396.046 18.4715 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.1047 1.33475 NaN NaN NaN NaN NaN NaN NaN NaN 179.669 NaN -0.0607917 NaN NaN NaN NaN 1.78373 NaN NaN NaN 1639014426.051 17.9669 NaN 0.00872665 NaN NaN NaN 4 
NaN NaN -0.0843543 1.33469 NaN NaN NaN NaN NaN NaN NaN NaN 170.715 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014486.062 17.0715 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0868453 NaN NaN NaN NaN 1.61443 NaN NaN NaN 1639014516.068 NaN NaN 0.020944 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 161.498 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014546.074 16.1498 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0624751 1.33462 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014576.081 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 153.198 NaN -0.0665814 NaN NaN NaN NaN 1.51495 NaN NaN NaN 1639014606.086 15.3198 NaN 0.0174533 NaN NaN NaN NaN 
-0.150038 187.5 -0.0343197 1.33458 0.3491 NaN NaN NaN 14.5663 -0.178418 NaN NaN 145.073 188.075 NaN NaN NaN NaN NaN NaN 4829.50867079845 -5213.45978631873 0.361283 1639014666.098 14.5073 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0347381 NaN NaN NaN NaN 1.39277 NaN NaN NaN 1639014696.103 NaN NaN 0.020944 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 136.861 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014726.109 13.6861 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0343197 1.33456 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014756.115 NaN NaN NaN NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 128.561 NaN -0.0318433 NaN NaN NaN NaN 1.30376 NaN NaN NaN 1639014786.121 12.8561 NaN 0.0174533 8.27906 NaN NaN NaN 
NaN NaN -0.0343197 1.33457 NaN NaN NaN NaN NaN NaN NaN NaN 119.934 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014846.132 11.9934 NaN NaN NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0347381 NaN NaN NaN NaN 1.31423 NaN NaN NaN 1639014876.138 NaN NaN 0.020944 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 111.591 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014906.144 11.1591 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0343197 1.33458 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639014936.15 NaN NaN NaN NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 102.986 NaN -0.0347381 NaN NaN NaN NaN 1.18159 NaN NaN NaN 1639014966.156 10.2986 NaN 0.015708 NaN NaN NaN NaN 
-0.150038 187.5 NaN NaN 0.3491 NaN NaN NaN 14.7863 -0.178418 NaN NaN NaN 188.415 NaN NaN NaN NaN NaN NaN 4829.54309288847 -5213.38966745853 0.352556 1639014996.162 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0322173 1.33461 NaN NaN NaN NaN NaN NaN NaN NaN 94.8171 NaN 0.0260536 NaN NaN NaN NaN 1.213 NaN NaN NaN 1639015026.167 9.48171 NaN 0.015708 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 86.6268 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639015086.178 8.66268 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0249671 1.33463 NaN NaN NaN NaN NaN NaN NaN NaN 82.4115 NaN 0.0260536 NaN NaN NaN NaN 1.34739 NaN NaN NaN 1639015116.183 8.24115 NaN 0.0191986 NaN NaN NaN 5 
NaN NaN 0.0249671 1.33463 NaN NaN NaN NaN NaN NaN NaN NaN 74.0682 NaN 0.0289484 NaN NaN NaN NaN 1.43117 NaN NaN NaN 1639015176.195 7.40682 NaN NaN NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639015206.201 NaN NaN 0.015708 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 65.8778 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639015236.207 6.58778 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0248759 1.3346 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0202639 NaN NaN NaN NaN 1.43117 NaN NaN NaN 1639015266.212 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 57.6656 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639015296.219 5.76656 NaN 0.0226893 NaN NaN NaN NaN 
-0.150038 187.5 NaN NaN 0.3491 NaN NaN NaN 14.9039 -0.178418 NaN NaN NaN 188.551 NaN NaN NaN NaN NaN NaN 4829.57347081413 -5213.31395775688 0.336849 1639015326.225 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0296472 1.33458 NaN NaN NaN NaN NaN NaN NaN NaN 49.5408 NaN -0.0202639 NaN NaN NaN NaN 1.50098 NaN NaN NaN 1639015356.231 4.95408 NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639015386.237 NaN NaN 0.020944 NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 42.923 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639015416.243 4.2923 NaN NaN 8.27611 NaN NaN NaN 
NaN NaN -0.0794811 1.33453 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0665814 NaN NaN NaN NaN 1.63014 NaN NaN NaN 1639015446.249 NaN NaN NaN NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 37.4627 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1639015476.254 3.74627 NaN 0.0122173 NaN NaN NaN NaN 
