dbd_label: DBD_ASC(dinkum_binary_data_ascii)file
encoding_ver: 2
num_ascii_tags: 14
all_sensors: 0
filename: sunfish-2021-291-2-1
the8x3_filename: 00260001
filename_extension: sbd
filename_label: sunfish-2021-291-2-1-sbd(00260001)
mission_name: regm20.mi
fileopen_time: Tue_Oct_19_14:55:59_2021
sensors_per_cycle: 31
num_label_lines: 3
num_segments: 1
segment_filename_0: sunfish-2021-291-2-1
c_ballast_pumped c_battpos c_fin c_heading c_pitch c_wpt_lat c_wpt_lon m_altitude m_ballast_pumped m_battery m_battpos m_coulomb_amphr m_coulomb_amphr_total m_depth m_fin m_final_water_vx m_final_water_vy m_gps_lat m_gps_lon m_heading m_lat m_lon m_pitch m_present_time m_pressure m_raw_altitude m_roll m_vacuum m_water_vx m_water_vy x_hd_fin_ap_ran 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.33264 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655452.126 0.333264 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN 0.352455 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655460.136 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4.06313 NaN NaN -0.773181 1634655468.145 NaN NaN 0.00523599 NaN NaN NaN 4 
NaN NaN 0.45 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 23.9573 0.45385 NaN NaN NaN NaN NaN NaN NaN NaN 1634655510.166 2.39573 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655514.174 NaN 55.8867 NaN NaN NaN NaN NaN 
NaN NaN NaN 0.419012 NaN NaN NaN 55.0046 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655522.18 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.59378 NaN NaN NaN 1634655530.189 NaN NaN 0.0453786 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 38.3486 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655564.202 3.83486 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0377074 0.446841 NaN NaN NaN 53.7729 NaN NaN NaN NaN NaN 45.4349 0.214218 NaN NaN NaN NaN 0.719076 NaN NaN NaN 1634655594.208 4.54349 52.9758 0.0191986 NaN NaN NaN 4 
NaN -0.9 NaN NaN NaN NaN NaN NaN NaN 14.9739 -0.838741 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655606.208 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 56.1518 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655640.22 5.61518 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0528036 0.422835 NaN NaN NaN 24.7502 NaN NaN NaN NaN NaN NaN -0.0521072 NaN NaN NaN NaN 0.431096 NaN NaN NaN 1634655656.235 NaN 23.5643 0.0122173 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 63.4787 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655672.25 6.34787 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4725.36002578899 -5307.4063222975 NaN 1634655692.268 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 71.1993 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655704.715 7.11993 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0750858 0.43218 NaN NaN NaN 14.4322 NaN NaN NaN NaN NaN NaN 0.104214 NaN NaN NaN NaN 0.387463 NaN NaN NaN 1634655716.737 NaN 12.7375 0.010472 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 83.2722 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655736.768 8.32722 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN 83.7534 NaN NaN NaN NaN NaN NaN NaN NaN -0.0139626 1634655768.818 8.37534 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.144648 0.432059 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.110004 NaN NaN NaN NaN 0.644027 NaN NaN NaN 1634655776.827 NaN NaN 0.0279253 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 83.7097 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655800.899 8.37097 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 81.6975 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655832.923 8.16975 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0655285 0.434198 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0607917 NaN NaN NaN NaN 0.254818 NaN NaN NaN 1634655836.93 NaN NaN 0.0279253 NaN NaN NaN 4 
NaN NaN NaN NaN NaN 4725.51 -5307.39 NaN NaN NaN NaN 0.762494 9.10124 NaN NaN -0.0260847 -0.0232703 4725.3271 -5307.3878 NaN NaN NaN NaN 1634655844.947 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655852.957 NaN NaN NaN 8.20766 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 71.1118 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655890.99 7.11118 NaN NaN NaN NaN NaN NaN 
NaN 0.481968 0.0230482 0.438642 NaN NaN NaN NaN NaN 14.2438 0.49647 NaN NaN NaN 0.0260536 NaN NaN NaN NaN 0.507891 NaN NaN NaN 1634655920.996 NaN NaN 0.0314159 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 59.1045 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634655951 5.91045 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0628486 0.409556 NaN NaN NaN NaN NaN NaN NaN NaN NaN 48.6937 -0.0492123 NaN NaN NaN NaN 0.66148 4725.40865919313 -5307.39573165024 NaN 1634656011.011 4.86937 NaN 0.0261799 NaN NaN NaN 4 
NaN NaN -0.0568687 0.378322 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN 38.4142 -0.0694762 NaN NaN NaN NaN 0.586431 NaN NaN 0.359538 1634656071.022 3.84142 NaN 0.020944 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 30.125 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656131.033 3.0125 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0256449 0.33826 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0694762 NaN NaN NaN NaN 0.39619 NaN NaN NaN 1634656161.039 NaN NaN 0.0331613 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 23.5855 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656191.044 2.35855 NaN NaN NaN NaN NaN NaN 
NaN 0.534307 -0.0240663 0.322088 NaN NaN NaN NaN NaN 14.5826 0.49647 NaN NaN 17.549 -0.0318433 NaN NaN NaN NaN 0.443314 NaN NaN NaN 1634656251.056 1.7549 NaN 0.0314159 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 11.4469 NaN NaN NaN NaN NaN NaN 4725.4583609305 -5307.38531579889 NaN 1634656311.067 1.14469 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.45 0.293932 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0318433 NaN NaN NaN NaN 0.439823 NaN NaN NaN 1634656315.074 NaN NaN 0.0314159 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.35696 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656343.973 0.735696 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.879646 1634656372.089 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN -0.138077 0.276256 NaN NaN NaN NaN NaN NaN NaN NaN NaN 12.1249 -0.144742 NaN NaN NaN NaN 0.392699 NaN NaN NaN 1634656376.949 1.21249 NaN 0.0191986 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 25.6632 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656414.958 2.56632 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656418.966 NaN 57.6166 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN 56.6808 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656426.972 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0697646 0.507287 NaN NaN NaN NaN NaN NaN NaN NaN NaN 38.8735 0.0984246 NaN NaN NaN NaN 0.760964 NaN NaN NaN 1634656464.987 3.88735 NaN 0.0296706 7.87918 NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656494.992 NaN 55.3729 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 47.0752 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656498.997 4.70752 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN 37.5834 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656503 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN -0.194884 6.16404 NaN NaN NaN NaN NaN NaN NaN NaN NaN 56.6111 -0.193954 NaN NaN NaN NaN 0.413643 NaN NaN NaN 1634656541.011 5.66111 NaN 0.0122173 NaN NaN NaN 4 
NaN -0.9 NaN NaN NaN NaN NaN NaN NaN 14.8755 -0.848451 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656553.093 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656557.098 NaN 26.2076 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN 27.2303 NaN NaN NaN NaN NaN 67.2406 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656587.103 6.72406 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0906923 0.697691 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.130268 NaN NaN NaN NaN 0.63879 NaN NaN NaN 1634656603.114 NaN NaN 0.0296706 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4725.52508247766 -5307.37893627995 NaN 1634656615.126 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 74.9612 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656619.133 7.49611 13.1624 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN 14.9939 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656647.185 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 86.5311 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656651.193 8.65311 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0812986 0.696401 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0492123 NaN NaN NaN NaN 0.492183 NaN NaN NaN 1634656663.253 NaN NaN 0.0296706 NaN NaN NaN 4 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0174533 1634656675.269 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 86.881 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656683.283 8.6881 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 86.1155 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656715.305 8.61155 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.16978 0.696483 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.17369 NaN NaN NaN NaN 0.659734 NaN NaN NaN 1634656723.315 NaN NaN 0.0296706 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 83.1848 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656747.391 8.31848 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.040017 0.695007 NaN NaN NaN NaN NaN NaN NaN NaN NaN 72.3585 -0.0405278 NaN NaN NaN NaN 0.904081 NaN NaN NaN 1634656805.414 7.23585 NaN 0.0331613 NaN NaN NaN 4 
NaN 0.652967 NaN NaN NaN NaN NaN NaN NaN 14.2631 0.595195 NaN NaN 61.8165 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634656865.425 6.18165 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0479351 0.686059 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0434226 NaN NaN NaN NaN 0.909317 NaN NaN NaN 1634656895.431 NaN NaN 0.0314159 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 51.2964 NaN NaN NaN NaN NaN NaN 4725.56858747187 -5307.34339356153 NaN 1634656925.437 5.12964 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0583722 0.6752 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN 41.0169 -0.0405278 NaN NaN NaN NaN 0.963422 NaN NaN 0.352556 1634656985.449 4.10169 NaN 0.0366519 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 31.6341 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657045.459 3.16341 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0556557 0.664034 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0636865 NaN NaN NaN NaN 0.905826 NaN NaN NaN 1634657075.465 NaN NaN 0.0366519 8.60819 NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 24.6572 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657105.471 2.46572 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0647598 0.657876 NaN NaN NaN NaN NaN NaN NaN NaN NaN 21.3327 -0.0636865 NaN NaN NaN NaN 0.93026 NaN NaN NaN 1634657135.477 2.13327 NaN 0.0366519 NaN NaN NaN 4 
NaN 0.652967 NaN NaN NaN NaN NaN NaN NaN 14.5935 0.595195 NaN NaN 14.8151 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657195.489 1.48151 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0748581 0.647709 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0636865 NaN NaN NaN NaN 0.959931 NaN NaN NaN 1634657225.495 NaN NaN 0.0331613 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 11.2501 NaN NaN NaN NaN NaN NaN 4725.61404167785 -5307.2998785131 NaN 1634657229.497 1.12501 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 6.32901 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657261.517 0.632901 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0634924 0.640655 -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0810556 NaN NaN NaN NaN 0.66497 NaN NaN -0.898845 1634657286.146 NaN NaN 0.0279253 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 10.5502 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657294.157 1.05502 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 23.7386 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657336.233 2.37386 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0670686 0.648894 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0231587 NaN NaN NaN NaN 0.1309 NaN NaN NaN 1634657366.239 NaN NaN 0.00872665 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 31.2185 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657370.241 3.12185 56.4142 NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN 55.1775 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657378.246 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 39.9671 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657416.259 3.99671 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.0667295 0.670832 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0492123 NaN NaN NaN NaN 0.469494 NaN NaN NaN 1634657446.266 NaN 53.8159 0.020944 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 50.1591 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657476.272 5.01591 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN 36.4493 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657484.296 NaN NaN NaN NaN NaN NaN NaN 
NaN -0.9 0.00165227 0.676751 NaN NaN NaN NaN NaN 14.852 -0.909952 NaN NaN 57.7922 0 NaN NaN NaN NaN 0.7662 NaN NaN NaN 1634657522.311 5.77922 35.9551 0.020944 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 4725.68290158753 -5307.28447576243 NaN 1634657552.316 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 63.4787 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657556.32 6.34787 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN 23.6093 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657560.324 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0212615 0.673382 -0.3491 NaN NaN NaN NaN NaN NaN NaN NaN 70.1713 0.188165 NaN NaN NaN NaN 0.989602 NaN NaN -0.345575 1634657598.333 7.01713 22.8415 0.0261799 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN 14.5817 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657622.408 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 75.6829 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657630.418 7.56829 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0480562 0.65652 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0578968 NaN NaN NaN NaN 0.757473 NaN NaN NaN 1634657658.458 NaN 12.6593 0.0226893 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 87.1872 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657662.464 8.71872 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657678.484 NaN NaN NaN 8.23124 NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 87.8652 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657694.775 8.78652 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0859426 0.655342 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0897401 NaN NaN NaN NaN 0.696386 NaN NaN NaN 1634657718.798 NaN NaN 0.0244346 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 87.5809 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657726.808 8.75809 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 84.3221 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657758.846 8.43221 NaN NaN NaN NaN NaN NaN 
NaN NaN 0.154186 0.658527 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.153427 NaN NaN NaN NaN 0.591667 NaN NaN NaN 1634657778.915 NaN NaN 0.0331613 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 73.5395 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657812.926 7.35395 NaN NaN NaN NaN NaN NaN 
NaN 0.677325 0.0154524 0.658002 NaN NaN NaN NaN NaN 14.1809 0.653458 NaN NaN NaN 0.0144742 NaN NaN NaN NaN 0.755728 NaN NaN NaN 1634657842.932 NaN NaN 0.0349066 NaN NaN NaN 5 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 63.7849 NaN NaN NaN NaN NaN NaN 4725.72974000264 -5307.25258397771 NaN 1634657872.938 6.37849 NaN NaN NaN NaN NaN NaN 
NaN NaN NaN NaN 0.3491 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.326377 1634657902.944 NaN NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0513554 0.64611 NaN NaN NaN NaN NaN NaN NaN NaN NaN 54.1834 -0.0260536 NaN NaN NaN NaN 0.912807 NaN NaN NaN 1634657932.95 5.41834 NaN 0.0349066 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 45.1943 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634657992.961 4.51943 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0691018 0.624336 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.055002 NaN NaN NaN NaN 0.914553 NaN NaN NaN 1634658022.967 NaN NaN 0.0314159 NaN NaN NaN 4 
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 36.1396 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658052.973 3.61396 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.061764 0.602781 NaN NaN NaN NaN NaN NaN NaN NaN NaN 29.0752 -0.055002 NaN NaN NaN NaN 0.904081 NaN NaN NaN 1634658112.985 2.90752 NaN 0.0418879 NaN NaN NaN 4 
NaN 0.588272 NaN NaN NaN NaN NaN NaN NaN 14.5557 0.653458 NaN NaN 23.4105 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1634658172.997 2.34105 NaN NaN NaN NaN NaN NaN 
NaN NaN -0.0701777 0.583015 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -0.0781607 NaN NaN NaN NaN 0.844739 4725.78317571309 -5307.20541937953 NaN 1634658203.002 NaN NaN 0.0418879 NaN NaN NaN 4 
